# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 05:01:23 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [percent]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [percent]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_occdep:      Occultation Depth [percentage]
# COLUMN pl_occdeperr1:  Occultation Depth Upper Unc. [percentage]
# COLUMN pl_occdeperr2:  Occultation Depth Lower Unc. [percentage]
# COLUMN pl_occdeplim:   Occultation Depth Limit Flag
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_pelink,st_sp,st_spstr,st_sperr,st_splim,st_vj,st_vjerr,st_vjlim
1958,Kepler-1649,b,1,8.68909000,0.00002400,-0.00002400,0,0.051400,0.002800,-0.002800,0,0.000000,,,0,89.570,0.320,-0.320,0,,,,,0.096,0.013,-0.013,0,,,,,19h30m00.90s,292.503769,+41d49m49.5s,41.830421,,,,,17.131,,0,Kepler-band,,,,3240.00,61.00,-61.00,0,0.22,0.02,-0.02,0,0.25,0.04,-0.04,0,2017-04-27,,,,,1.080,0.150,-0.150,0,0.178300,0.010100,-0.010100,0,0.0431542,0.0040250,-0.0040250,0,2454966.234800,0.002600,-0.002600,0,,,,,http://exoplanet.eu/catalog/Kepler-1649_b/,,,,,,,
1959,Kepler-165,b,2,8.18084800,0.00002600,-0.00002600,0,0.072000,,,0,,,,,,,,,,,,,0.207,0.126,-0.126,0,,,,,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,,,,,14.802,,0,Kepler-band,,,,5211.00,200.00,-200.00,0,,,,,0.77,0.47,-0.47,0,2014-05-14,,,,,2.320,1.410,-1.410,0,,,,,0.1195000,0.0021000,-0.0021000,0,2455009.701130,0.001760,-0.001760,0,,,,,http://exoplanet.eu/catalog/kepler-165_b/,,,,,,,
1960,Kepler-165,c,2,15.31299000,0.00005700,-0.00005700,0,0.110000,,,0,,,,,,,,,,,,,0.199,0.120,-0.120,0,,,,,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,,,,,14.802,,0,Kepler-band,,,,5211.00,200.00,-200.00,0,,,,,0.77,0.47,-0.47,0,2014-05-14,,,,,2.230,1.350,-1.350,0,,,,,0.1262000,0.0027000,-0.0027000,0,2455004.791960,0.001920,-0.001920,0,,,,,http://exoplanet.eu/catalog/kepler-165_c/,,,,,,,
1961,Kepler-1650,b,1,1.53818001,0.00000155,-0.00000154,0,,,,,0.010000,0.150000,-0.010000,0,,,,,,,,,0.086,0.010,-0.009,0,,,,,19h50m55.02s,297.729255,+42d52m00.8s,42.866898,120.50,16.00,-16.00,0,15.722,,0,Kepler-band,,,,3410.00,56.00,-46.00,0,0.33,0.05,-0.04,0,0.33,0.04,-0.03,0,2017-05-25,,,,,0.960,0.110,-0.100,0,,,,,,,,,2455001.739590,0.000880,-0.000880,0,,,,,,,,,,,,
1962,Kepler-1651,b,1,9.87863917,0.00001067,-0.00001010,0,,,,,0.130000,0.060000,-0.030000,0,,,,,,,,,0.164,0.010,-0.010,0,,,,,18h54m30.81s,283.628354,+48d23m27.7s,48.391022,69.40,5.30,-5.30,0,13.496,,0,Kepler-band,,,,3713.00,57.00,-53.00,0,0.52,0.03,-0.03,0,0.50,0.03,-0.03,0,2017-05-25,,,,,1.840,0.110,-0.110,0,,,,,,,,,2454961.533950,0.001260,-0.001340,0,,,,,,,,,,,,
1963,Kepler-1652,b,1,38.09722000,0.00021000,-0.00021000,0,0.165400,0.004200,-0.007500,0,,,,0,89.993,0.004,-0.143,0,,,,0,0.143,0.016,-0.016,0,9.90000,0.88000,-1.34000,0,19h37m27.86s,294.366085,+49d54m54.2s,49.915058,252.00,32.00,-30.00,0,15.931,,0,Kepler-band,,,,3638.00,51.00,-51.00,0,0.40,0.04,-0.05,0,0.38,0.04,-0.04,0,2017-11-16,,,,0,1.600,0.180,-0.180,0,0.097700,0.006300,-0.006300,0,0.1350000,0.0050000,-0.0050000,0,2454973.004500,0.004700,-0.004700,0,,,,0,,,,,,,,
1964,Kepler-1653,b,1,140.25240000,0.00300000,-0.00300000,0,0.470600,0.009800,-0.004100,0,,,,0,89.788,0.010,-0.053,0,,,,0,,,,,3.08000,0.19000,-0.27000,0,19h45m49.86s,296.457755,+41d15m57.7s,41.266024,755.00,44.00,-36.00,0,15.429,,0,Kepler-band,,,,4807.00,100.00,-100.00,0,0.72,0.04,-0.03,0,0.69,0.03,-0.02,0,2017-11-16,,,,0,,,,,0.066500,0.008000,-0.008000,0,,,,,2455008.134000,0.017000,-0.017000,0,,,,0,,,,,,,,
1965,Kepler-1654,b,1,1047.83560000,0.00180000,-0.00190000,0,2.026000,0.037000,-0.035000,0,0.260000,0.210000,-0.110000,0,89.982,0.012,-0.017,0,0.50000,,,1,0.819,0.019,-0.017,0,1.20000,,,1,18h48m44.59s,282.185812,+44d26m04.1s,44.434486,,,,,13.424,,0,Kepler-band,,,,5597.00,95.00,-93.00,0,1.01,0.06,-0.05,0,1.18,0.03,-0.02,0,2018-03-08,0.50000,,,1,9.180,0.213,-0.191,0,0.509600,0.004700,-0.004500,0,0.9580000,0.0035000,-0.0039000,0,2455375.134100,0.001400,-0.001500,0,,,,0,,4.50,G5 V,,0,,,
1966,Kepler-1655,b,1,11.87287870,0.00000850,-0.00000850,0,0.103000,0.001000,-0.001000,0,,,,0,87.620,0.550,-0.550,0,0.01573,0.00975,-0.00881,0,0.197,0.007,-0.007,0,2.50000,1.60000,-1.40000,0,19h06m45.47s,286.689452,+39d12m42.9s,39.211929,230.59,27.92,-27.92,0,11.072,,0,Kepler-band,10.957,,0,6148.00,71.00,-71.00,0,1.03,0.04,-0.04,0,1.03,0.02,-0.02,0,2018-04-05,0.01573,0.00975,-0.00881,0,2.213,0.082,-0.082,0,,,,0,,,,0,2455013.897950,0.000690,-0.000690,0,,,,0,,4.00,G0 V,,0,,,
1967,Kepler-166,b,3,7.65025400,0.00001200,-0.00001200,0,0.072000,,,0,,,,,,,,,,,,,0.203,0.104,-0.104,0,,,,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,,,,14.701,,0,Kepler-band,,,,5413.00,200.00,-200.00,0,,,,,0.74,0.38,-0.38,0,2014-05-14,,,,,2.270,1.170,-1.170,0,,,,,0.1145000,0.0013000,-0.0013000,0,2455004.971490,0.000880,-0.000880,0,,,,,http://exoplanet.eu/catalog/kepler-166_b/,,,,,,,
1968,Kepler-166,c,3,34.26028100,0.00012400,-0.00012400,0,0.195000,,,0,,,,,,,,,,,,,0.212,0.110,-0.110,0,,,,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,,,,14.701,,0,Kepler-band,,,,5413.00,200.00,-200.00,0,,,,,0.74,0.38,-0.38,0,2014-05-14,,,,,2.380,1.230,-1.230,0,,,,,0.2017000,0.0027000,-0.0027000,0,2455016.226530,0.002080,-0.002080,0,,,,,http://exoplanet.eu/catalog/kepler-166_c/,,,,,,,
1969,Kepler-166,d,3,1.55400393,0.00000144,-0.00000144,0,,,,,,,,,,,,,,,,,0.154,0.013,-0.009,0,,,,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,,,,14.701,,0,Kepler-band,,,,5413.00,200.00,-200.00,0,,,,,0.74,0.38,-0.38,0,2016-05-10,,,,,1.730,0.150,-0.100,0,,,,,0.0737330,0.0010170,-0.0010170,0,2455002.830478,0.000704,-0.000704,0,,,,,http://exoplanet.eu/catalog/kepler-166_d/,,,,,,,
1970,Kepler-167,b,4,4.39316320,0.00000460,-0.00000450,0,0.048300,0.001700,-0.002500,0,0.000000,,,0,89.330,0.470,-0.800,0,,,,,0.144,0.004,-0.004,0,,,,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,10.00,-10.00,0,14.023,,0,Kepler-band,,,,4890.00,50.00,-50.00,0,0.77,0.02,-0.03,0,0.73,0.02,-0.01,0,2016-03-10,,,,,1.615,0.047,-0.043,0,,,,,0.0979167,0.0014583,-0.0014583,0,2455831.783170,0.000340,-0.000360,0,,,,,http://exoplanet.eu/catalog/kepler-167_b/,5.40,K4,,0,,,
1971,Kepler-167,c,4,7.40611400,0.00001200,-0.00001100,0,0.068400,0.024000,-0.003500,0,0.000000,,,0,89.300,0.360,-0.430,0,,,,,0.138,0.004,-0.004,0,,,,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,10.00,-10.00,0,14.023,,0,Kepler-band,,,,4890.00,50.00,-50.00,0,0.77,0.02,-0.03,0,0.73,0.02,-0.01,0,2016-03-10,,,,,1.548,0.050,-0.048,0,,,,,0.1144167,0.0040000,-0.0025417,0,2455552.157740,0.001290,-0.000840,0,,,,,http://exoplanet.eu/catalog/kepler-167_c/,5.40,K4,,0,,,
1972,Kepler-167,d,4,21.80385500,0.00007800,-0.00011900,0,0.140500,0.005000,-0.007100,0,0.120000,,,1,89.352,0.090,-0.140,0,,,,,0.107,0.004,-0.004,0,,,,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,10.00,-10.00,0,14.023,,0,Kepler-band,,,,4890.00,50.00,-50.00,0,0.77,0.02,-0.03,0,0.73,0.02,-0.01,0,2016-03-10,,,,,1.194,0.049,-0.048,0,,,,,0.1492500,0.0054583,-0.0030417,0,2455669.793400,0.001500,-0.001800,0,,,,,http://exoplanet.eu/catalog/kepler-167_d/,5.40,K4,,0,,,
1973,Kepler-167,e,4,1071.23228000,0.00056000,-0.00056000,0,1.890000,0.058000,-0.067000,0,0.062000,0.104000,-0.043000,0,89.976,0.007,-0.005,0,,,,,0.906,0.021,-0.021,0,,,,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,10.00,-10.00,0,14.023,,0,Kepler-band,,,,4890.00,50.00,-50.00,0,0.77,0.02,-0.03,0,0.73,0.02,-0.01,0,2016-03-10,,,,,10.150,0.240,-0.230,0,,,,,0.6720833,0.0183333,-0.0141667,0,2455253.286990,0.000390,-0.000400,0,,,,,http://exoplanet.eu/catalog/kepler-167_e/,5.40,K4,,0,,,
1974,Kepler-168,b,2,4.42539100,0.00003300,-0.00003300,0,0.056000,,,0,,,,,,,,,,,,,0.130,0.059,-0.059,0,,,,,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,,,,,14.606,,0,Kepler-band,,,,6282.00,200.00,-200.00,0,,,,,1.11,0.50,-0.50,0,2014-05-14,,,,,1.460,0.660,-0.660,0,,,,,0.1464000,0.0054000,-0.0054000,0,2454967.560550,0.003710,-0.003710,0,,,,,http://exoplanet.eu/catalog/kepler-168_b/,,,,,,,
1975,Kepler-168,c,2,13.19324200,0.00004900,-0.00004900,0,0.116000,,,0,,,,,,,,,,,,,0.240,0.108,-0.108,0,,,,,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,,,,,14.606,,0,Kepler-band,,,,6282.00,200.00,-200.00,0,,,,,1.11,0.50,-0.50,0,2014-05-14,,,,,2.690,1.210,-1.210,0,,,,,0.2057000,0.0036000,-0.0036000,0,2455008.609340,0.002110,-0.002110,0,,,,,http://exoplanet.eu/catalog/kepler-168_c/,,,,,,,
1976,Kepler-169,b,5,3.25061900,0.00001300,-0.00001300,0,0.040000,,,0,,,,,,,,,,,,,0.101,0.007,-0.007,0,,,,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,,,,14.194,,0,Kepler-band,,,,4997.00,100.00,-100.00,0,0.86,,,0,0.76,0.05,-0.05,0,2014-05-14,,,,,1.130,0.080,-0.080,0,,,,,0.0890000,0.0033000,-0.0033000,0,2454966.692090,0.002320,-0.002320,0,,,,,http://exoplanet.eu/catalog/kepler-169_b/,,,,,,,
1977,Kepler-169,c,5,6.19546900,0.00002900,-0.00002900,0,0.062000,,,0,,,,,,,,,,,,,0.108,0.007,-0.007,0,,,,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,,,,14.194,,0,Kepler-band,,,,4997.00,100.00,-100.00,0,0.86,,,0,0.76,0.05,-0.05,0,2014-05-14,,,,,1.210,0.080,-0.080,0,,,,,0.1273000,0.0038000,-0.0038000,0,2454967.716160,0.002750,-0.002750,0,,,,,http://exoplanet.eu/catalog/kepler-169_c/,,,,,,,
1978,Kepler-169,d,5,8.34812500,0.00004100,-0.00004100,0,0.075000,,,0,,,,,,,,,,,,,0.112,0.008,-0.008,0,,,,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,,,,14.194,,0,Kepler-band,,,,4997.00,100.00,-100.00,0,0.86,,,0,0.76,0.05,-0.05,0,2014-05-14,,,,,1.250,0.090,-0.090,0,,,,,0.1163000,0.0036000,-0.0036000,0,2454969.841170,0.002490,-0.002490,0,,,,,http://exoplanet.eu/catalog/kepler-169_d/,,,,,,,
1979,Kepler-169,e,5,13.76710200,0.00003400,-0.00003400,0,0.105000,,,0,,,,,,,,,,,,,0.196,0.026,-0.026,0,,,,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,,,,14.194,,0,Kepler-band,,,,4997.00,100.00,-100.00,0,0.86,,,0,0.76,0.05,-0.05,0,2014-05-14,,,,,2.200,0.290,-0.290,0,,,,,0.1213000,0.0034000,-0.0034000,0,2455007.810640,0.001450,-0.001450,0,,,,,http://exoplanet.eu/catalog/kepler-169_e/,,,,,,,
1980,Kepler-169,f,5,87.09019500,0.00040600,-0.00040600,0,0.359000,,,0,,,,,,,,,,,,,0.230,0.021,-0.021,0,,,,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,,,,14.194,,0,Kepler-band,,,,4997.00,100.00,-100.00,0,0.86,,,0,0.76,0.05,-0.05,0,2014-05-14,,,,,2.580,0.240,-0.240,0,,,,,0.2630000,0.0047000,-0.0047000,0,2455020.318400,0.002760,-0.002760,0,,,,,http://exoplanet.eu/catalog/kepler-169_f/,,,,,,,
1981,Kepler-17,b,1,1.48571080,0.00000020,-0.00000020,0,0.025910,0.000370,-0.000360,0,0.011000,,,1,87.200,0.150,-0.150,0,2.45000,0.11000,-0.11000,0,1.310,0.020,-0.020,0,1.35000,0.08000,-0.08000,0,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,800.00,100.00,-100.00,0,14.141,,0,Kepler-band,,,,5781.00,85.00,-85.00,0,1.16,0.06,-0.06,0,1.05,0.03,-0.03,0,2014-05-14,2.45000,0.11000,-0.11000,0,14.680,0.220,-0.220,0,,,,,0.0948500,0.0000700,-0.0000700,0,2455185.678035,0.000023,-0.000026,0,0.005800,0.001000,-0.001000,0,http://exoplanet.eu/catalog/kepler-17_b/,4.20,G2 V,,0,,,
1982,Kepler-170,b,2,7.93059200,0.00001400,-0.00001400,0,0.080000,,,0,,,,,,,,,,,,,0.285,0.020,-0.020,0,,,,,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,,,,,14.387,,0,Kepler-band,,,,5679.00,57.00,-57.00,0,,,,,1.03,0.06,-0.06,0,2014-05-14,,,,,3.200,0.220,-0.220,0,,,,,0.1533000,0.0016000,-0.0016000,0,2455002.515820,0.001060,-0.001060,0,,,,,http://exoplanet.eu/catalog/kepler-170_b/,,,,,,,
1983,Kepler-170,c,2,16.66586300,0.00005300,-0.00005300,0,0.131000,,,0,,,,,,,,,,,,,0.255,0.015,-0.015,0,,,,,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,,,,,14.387,,0,Kepler-band,,,,5679.00,57.00,-57.00,0,,,,,1.03,0.06,-0.06,0,2014-05-14,,,,,2.860,0.170,-0.170,0,,,,,0.1750000,0.0027000,-0.0027000,0,2455013.201770,0.001690,-0.001690,0,,,,,http://exoplanet.eu/catalog/kepler-170_c/,,,,,,,
1984,Kepler-171,b,3,4.16697200,0.00000700,-0.00000700,0,0.050000,,,0,,,,,,,,,,,,,0.209,0.094,-0.094,0,,,,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,,,,14.883,,0,Kepler-band,,,,5642.00,200.00,-200.00,0,,,,,0.84,0.38,-0.38,0,2014-05-14,,,,,2.340,1.050,-1.050,0,,,,,0.1142000,0.0015000,-0.0015000,0,2455002.714150,0.000980,-0.000980,0,,,,,http://exoplanet.eu/catalog/kepler-171_b/,,,,,,,
1985,Kepler-171,c,3,11.46346200,0.00002600,-0.00002600,0,0.098000,,,0,,,,,,,,,,,,,0.228,0.103,-0.103,0,,,,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,,,,14.883,,0,Kepler-band,,,,5642.00,200.00,-200.00,0,,,,,0.84,0.38,-0.38,0,2014-05-14,,,,,2.560,1.150,-1.150,0,,,,,0.1069000,0.0018000,-0.0018000,0,2454970.384280,0.001380,-0.001380,0,,,,,http://exoplanet.eu/catalog/kepler-171_c/,,,,,,,
1986,Kepler-171,d,3,39.59551900,0.00069900,-0.00069900,0,0.223000,,,0,,,,,,,,,,,,,0.169,0.080,-0.080,0,,,,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,,,,14.883,,0,Kepler-band,,,,5642.00,200.00,-200.00,0,,,,,0.84,0.38,-0.38,0,2014-05-14,,,,,1.890,0.900,-0.900,0,,,,,0.2631000,0.0115000,-0.0115000,0,2455001.119220,0.010420,-0.010420,0,,,,,http://exoplanet.eu/catalog/kepler-171_d/,,,,,,,
1987,Kepler-172,b,4,2.94030900,0.00000700,-0.00000700,0,0.040000,,,0,,,,,,,,,,,,,0.210,0.037,-0.037,0,,,,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,,,,14.532,,0,Kepler-band,,,,5526.00,100.00,-100.00,0,0.86,,,0,1.08,0.19,-0.19,0,2014-05-14,,,,,2.350,0.420,-0.420,0,,,,,0.1081000,0.0020000,-0.0020000,0,2455002.903400,0.001190,-0.001190,0,,,,,http://exoplanet.eu/catalog/kepler-172_b/,,,,,,,
1988,Kepler-172,c,4,6.38899600,0.00002000,-0.00002000,0,0.068000,,,0,,,,,,,,,,,,,0.255,0.047,-0.047,0,,,,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,,,,14.532,,0,Kepler-band,,,,5526.00,100.00,-100.00,0,0.86,,,0,1.08,0.19,-0.19,0,2014-05-14,,,,,2.860,0.530,-0.530,0,,,,,0.1412000,0.0032000,-0.0032000,0,2455008.474340,0.001880,-0.001880,0,,,,,http://exoplanet.eu/catalog/kepler-172_c/,,,,,,,
1989,Kepler-172,d,4,14.62711900,0.00010500,-0.00010500,0,0.118000,,,0,,,,,,,,,,,,,0.201,0.036,-0.036,0,,,,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,,,,14.532,,0,Kepler-band,,,,5526.00,100.00,-100.00,0,0.86,,,0,1.08,0.19,-0.19,0,2014-05-14,,,,,2.250,0.400,-0.400,0,,,,,0.1475000,0.0063000,-0.0063000,0,2454969.236720,0.003550,-0.003550,0,,,,,http://exoplanet.eu/catalog/kepler-172_d/,,,,,,,
1990,Kepler-172,e,4,35.11873600,0.00025300,-0.00025300,0,0.211000,,,0,,,,,,,,,,,,,0.246,0.050,-0.050,0,,,,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,,,,14.532,,0,Kepler-band,,,,5526.00,100.00,-100.00,0,0.86,,,0,1.08,0.19,-0.19,0,2014-05-14,,,,,2.760,0.560,-0.560,0,,,,,0.1483000,0.0063000,-0.0063000,0,2454985.119350,0.004080,-0.004080,0,,,,,http://exoplanet.eu/catalog/kepler-172_e/,,,,,,,
1991,Kepler-173,b,2,4.26374200,0.00002100,-0.00002100,0,0.048000,,,0,,,,,,,,,,,,,0.115,0.057,-0.057,0,,,,,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,,,,,14.209,,0,Kepler-band,,,,6031.00,200.00,-200.00,0,0.78,,,0,0.95,0.47,-0.47,0,2014-05-14,,,,,1.290,0.640,-0.640,0,,,,,0.0942000,0.0031000,-0.0031000,0,2454966.720310,0.002830,-0.002830,0,,,,,http://exoplanet.eu/catalog/kepler-173_b/,,,,,,,
1992,Kepler-173,c,2,8.00577700,0.00001500,-0.00001500,0,0.074000,,,0,,,,,,,,,,,,,0.217,0.108,-0.108,0,,,,,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,,,,,14.209,,0,Kepler-band,,,,6031.00,200.00,-200.00,0,0.78,,,0,0.95,0.47,-0.47,0,2014-05-14,,,,,2.430,1.210,-1.210,0,,,,,0.1304000,0.0015000,-0.0015000,0,2455003.503400,0.001160,-0.001160,0,,,,,http://exoplanet.eu/catalog/kepler-173_c/,,,,,,,
1993,Kepler-174,b,3,13.98179000,0.00002400,-0.00002400,0,0.100000,,,0,,,,,,,,,,,,,0.175,0.010,-0.010,0,,,,,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,,,,,14.287,,0,Kepler-band,,,,4880.00,126.00,-126.00,0,,,,,0.62,0.03,-0.03,0,2014-05-14,,,,,1.960,0.110,-0.110,0,,,,,0.1224000,0.0015000,-0.0015000,0,2455014.973510,0.000950,-0.000950,0,,,,,http://exoplanet.eu/catalog/kepler-174_b/,,,,,,,
